OrderID,Order Date,CustomerID,Channel,Region,Status,Total
ORD-100853,2025-08-12,CUST-3365,Retail,,Fulfilled,875.00
ORD-100730,2025-07-27,CUST-6096,Wholesale,South,Fulfilled,721.00
ORD-100240,2025-05-11,CUST-6787,Retail,North,Refunded,1424.00
ORD-101164,2025-09-28,CUST-7989,Online,East,Cancelled,1460.00
ORD-102877,2026-06-16,CUST-4914,Online,South,Refunded,644.00
ORD-101226,2025-10-08,CUST-8629,Retail,East,Fulfilled,2094.00
ORD-102345,2026-03-22,CUST-6692,Wholesale,North,Refunded,655.00
ORD-102790,2026-06-03,CUST-4706,Retail,North,Fulfilled,835.00
ORD-102654,2026-05-12,CUST-6337,Wholesale,South,Cancelled,192.00
ORD-100205,2025-05-05,CUST-1846,Online,East,Fulfilled,212.00
ORD-102249,2026-03-06,CUST-2843,Wholesale,West,Fulfilled,432.00
ORD-101319,2025-10-23,CUST-4306,Online,East,Cancelled,1189.00
ORD-101278,2025-10-17,CUST-8259,Retail,North,Fulfilled,324.00
ORD-102268,2026-03-09,CUST-2406,Online,East,Fulfilled,652.00
ORD-102660,2026-05-13,CUST-8177,Wholesale,East,Fulfilled,591.00
ORD-102517,2026-04-18,CUST-1992,Wholesale,West,Fulfilled,340.00
ORD-102616,2026-05-06,CUST-5232,Wholesale,North,Fulfilled,496.00
ORD-101256,2025-10-13,CUST-3634,Online,South,Fulfilled,345.00
ORD-100400,2025-06-07,CUST-9964,Retail,West,Fulfilled,372.00
ORD-101836,2025-12-23,CUST-7840,Retail,North,Cancelled,1640.00
ORD-101879,2025-12-28,CUST-4377,Retail,North,Fulfilled,1005.00
ORD-100709,2025-07-24,CUST-5367,Wholesale,East,Refunded,1293.00
ORD-100010,2025-04-02,CUST-6797,Online,East,Fulfilled,1373.00
ORD-102032,2026-01-28,CUST-2475,Retail,West,Fulfilled,306.00
ORD-101757,2025-12-14,CUST-1162,Retail,South,Fulfilled,1016.00
ORD-100076,2025-04-13,CUST-2736,Wholesale,West,Fulfilled,841.00
ORD-102791,2026-06-03,CUST-7747,Online,North,Refunded,1239.00
ORD-102386,2026-03-28,CUST-3500,Online,West,Fulfilled,403.00
ORD-101339,2025-10-26,CUST-8643,Retail,North,Fulfilled,406.00
ORD-100751,2025-07-29,CUST-4856,Online,West,Cancelled,703.00
ORD-102661,2026-05-13,CUST-6019,Retail,West,Fulfilled,632.00
ORD-100054,2025-04-10,CUST-7528,Wholesale,North,Fulfilled,183.00
ORD-100023,2025-04-05,CUST-6539,Wholesale,North,Fulfilled,156.00
ORD-102356,2026-03-23,CUST-7489,Wholesale,West,Cancelled,437.00
ORD-102064,2026-02-03,CUST-2002,Online,West,Fulfilled,1020.00
ORD-100848,2025-08-12,CUST-7562,Retail,North,Fulfilled,370.00
ORD-102828,2026-06-09,CUST-5894,Wholesale,North,Fulfilled,385.00
ORD-101970,2026-01-14,CUST-2204,Online,North,Fulfilled,868.00
ORD-101909,2025-12-31,CUST-6965,Online,South,Fulfilled,1581.00
ORD-100633,2025-07-13,CUST-2358,Online,West,Cancelled,584.00
ORD-100462,2025-06-18,CUST-2022,Retail,East,Fulfilled,1422.00
ORD-101002,2025-09-01,CUST-4363,Retail,East,Fulfilled,2575.00
ORD-101519,2025-11-17,CUST-1487,Retail,North,Cancelled,774.00
ORD-101721,2025-12-10,CUST-3446,Retail,North,Fulfilled,1711.00
ORD-102810,2026-06-06,CUST-7683,Online,South,Fulfilled,692.00
ORD-102543,2026-04-23,CUST-3502,Online,East,Refunded,673.00
ORD-100203,2025-05-05,CUST-9083,Online,North,Fulfilled,965.00
ORD-102074,2026-02-05,CUST-8524,Online,West,Fulfilled,482.00
ORD-101231,2025-10-09,CUST-4895,Wholesale,,Fulfilled,892.00
ORD-100474,2025-06-20,CUST-9159,Retail,East,Fulfilled,1173.00
ORD-101397,2025-11-03,CUST-5205,Online,South,Fulfilled,223.00
ORD-101422,2025-11-06,CUST-1142,Online,East,Refunded,487.00
ORD-102419,2026-04-02,CUST-6677,Retail,West,Fulfilled,756.00
ORD-101958,2026-01-11,CUST-6523,Wholesale,South,Fulfilled,1072.00
ORD-100386,2025-06-05,CUST-4387,Wholesale,South,Cancelled,2056.00
ORD-101297,2025-10-19,CUST-7529,Wholesale,West,Fulfilled,244.00
ORD-100032,2025-04-06,CUST-1143,Online,North,Fulfilled,347.00
ORD-102922,2026-06-23,CUST-5420,Retail,North,Fulfilled,654.00
ORD-100930,2025-08-22,CUST-4232,Online,West,Fulfilled,565.00
ORD-100382,2025-06-04,CUST-5612,Online,West,Cancelled,277.00
ORD-102031,2026-01-28,CUST-9825,Retail,East,Fulfilled,2690.00
ORD-101161,2025-09-28,CUST-5463,Retail,North,Fulfilled,322.00
ORD-100485,2025-06-22,CUST-7689,Wholesale,North,Cancelled,417.00
ORD-101853,2025-12-25,CUST-1559,Online,,Refunded,954.00
ORD-102026,2026-01-27,CUST-4422,Retail,North,Fulfilled,507.00
ORD-100539,2025-06-30,CUST-6425,Retail,West,Cancelled,2509.00
ORD-100876,2025-08-15,CUST-8403,Wholesale,West,Refunded,654.00
ORD-101595,2025-11-25,CUST-2751,Wholesale,East,Fulfilled,1111.00
ORD-102657,2026-05-12,CUST-3190,Wholesale,West,Cancelled,747.00
ORD-101494,2025-11-14,CUST-9042,Wholesale,South,Cancelled,355.00
ORD-101679,2025-12-05,CUST-9260,Wholesale,South,Cancelled,496.00
ORD-101235,2025-10-10,CUST-9856,Retail,North,Cancelled,477.00
ORD-102333,2026-03-20,CUST-3234,Retail,South,Cancelled,495.00
ORD-101162,2025-09-28,CUST-8135,Online,South,Cancelled,324.00
ORD-100670,2025-07-19,CUST-1444,Retail,North,Refunded,756.00
ORD-100676,2025-07-19,CUST-4603,Online,West,Fulfilled,779.00
ORD-100310,2025-05-24,CUST-1476,Wholesale,North,Cancelled,886.00
ORD-102151,2026-02-18,CUST-4700,Wholesale,South,Cancelled,251.00
ORD-102378,2026-03-27,CUST-5794,Online,East,Fulfilled,1939.00
ORD-100131,2025-04-23,CUST-4241,Wholesale,North,Fulfilled,297.00
ORD-101786,2025-12-17,CUST-2818,Online,,Fulfilled,1113.00
ORD-100725,2025-07-26,CUST-1120,Wholesale,West,Fulfilled,829.00
ORD-102635,2026-05-09,CUST-4603,Wholesale,East,Refunded,810.00
ORD-100215,2025-05-07,CUST-9803,Online,North,Fulfilled,924.00
ORD-100577,2025-07-06,CUST-8931,Online,North,Fulfilled,713.00
ORD-102621,2026-05-07,CUST-3905,Retail,North,Refunded,1180.00
ORD-100886,2025-08-17,CUST-6731,Online,North,Fulfilled,202.00
ORD-100708,2025-07-24,CUST-2306,Online,South,Refunded,427.00
ORD-101810,2025-12-20,CUST-8259,Online,West,Fulfilled,843.00
ORD-102384,2026-03-28,CUST-4383,Retail,East,Fulfilled,740.00
ORD-100978,2025-08-29,CUST-5530,Online,South,Fulfilled,994.00
ORD-100208,2025-05-06,CUST-8469,Wholesale,North,Fulfilled,1294.00
ORD-102509,2026-04-17,CUST-1143,Online,West,Cancelled,854.00
ORD-101130,2025-09-23,CUST-5670,Retail,North,Cancelled,426.00
ORD-102005,2026-01-23,CUST-5804,Online,North,Fulfilled,311.00
ORD-101058,2025-09-11,CUST-6837,Online,North,Fulfilled,575.00
ORD-102633,2026-05-09,CUST-4051,Retail,South,Fulfilled,318.00
ORD-102512,2026-04-18,CUST-3103,Wholesale,North,Fulfilled,893.00
ORD-102222,2026-03-02,CUST-5830,Retail,North,Refunded,1122.00
ORD-102012,2026-01-24,CUST-5945,Online,South,Refunded,366.00
ORD-101259,2025-10-13,CUST-2824,Online,West,Fulfilled,674.00
ORD-100136,2025-04-23,CUST-7551,Retail,West,Fulfilled,117.00
ORD-100149,2025-04-26,CUST-9441,Online,North,Refunded,1108.00
ORD-101720,2025-12-09,CUST-6958,Retail,West,Fulfilled,664.00
ORD-100492,2025-06-23,CUST-8533,Wholesale,North,Fulfilled,1016.00
ORD-102250,2026-03-07,CUST-1839,Wholesale,North,Fulfilled,667.00
ORD-101839,2025-12-23,CUST-1864,Wholesale,East,Fulfilled,614.00
ORD-101787,2025-12-17,CUST-8551,Online,West,Fulfilled,1251.00
ORD-100920,2025-08-21,CUST-3393,Online,West,Fulfilled,474.00
ORD-101522,2025-11-17,CUST-7235,Retail,South,Cancelled,890.00
ORD-100089,2025-04-15,CUST-2540,Online,West,Fulfilled,1292.00
ORD-100680,2025-07-20,CUST-3101,Online,South,Fulfilled,444.00
ORD-102275,2026-03-10,CUST-7526,Retail,West,Fulfilled,403.00
ORD-101531,2025-11-18,CUST-9043,Online,South,Fulfilled,456.00
ORD-100001,2025-04-01,CUST-7474,Wholesale,North,Fulfilled,1894.00
ORD-101148,2025-09-26,CUST-4557,Retail,South,Refunded,880.00
ORD-102325,2026-03-19,CUST-3548,Online,North,Fulfilled,665.00
ORD-100533,2025-06-29,CUST-9737,Online,East,Refunded,718.00
ORD-102336,2026-03-20,CUST-6964,Online,West,Fulfilled,530.00
ORD-100706,2025-07-24,CUST-3315,Wholesale,North,Cancelled,233.00
ORD-101135,2025-09-24,CUST-8347,Wholesale,North,Fulfilled,208.00
ORD-101029,2025-09-06,CUST-2938,Online,North,Fulfilled,284.00
ORD-101287,2025-10-18,CUST-5484,Retail,East,Refunded,166.00
ORD-100403,2025-06-08,CUST-2410,Online,South,Fulfilled,1047.00
ORD-102135,2026-02-15,CUST-8279,Wholesale,West,Fulfilled,1617.00
ORD-102285,2026-03-12,CUST-9895,Wholesale,East,Fulfilled,1861.00
ORD-100414,2025-06-10,CUST-5712,Online,North,Fulfilled,475.00
ORD-101227,2025-10-08,CUST-2344,Wholesale,West,Fulfilled,496.00
ORD-101337,2025-10-25,CUST-9399,Wholesale,West,Fulfilled,808.00
ORD-101184,2025-10-02,CUST-7552,Retail,North,Cancelled,925.00
ORD-101257,2025-10-13,CUST-4937,Wholesale,South,Fulfilled,1403.00
ORD-102224,2026-03-02,CUST-7766,Online,East,Cancelled,964.00
ORD-101585,2025-11-24,CUST-4545,Online,North,Fulfilled,971.00
ORD-100457,2025-06-17,CUST-9495,Wholesale,East,Fulfilled,437.00
ORD-102480,2026-04-12,CUST-3505,Retail,East,Fulfilled,2131.00
ORD-101472,2025-11-11,CUST-2971,Online,West,Refunded,1301.00
ORD-101022,2025-09-05,CUST-3743,Wholesale,North,Fulfilled,1134.00
ORD-100887,2025-08-17,CUST-9662,Wholesale,North,Fulfilled,919.00
ORD-100776,2025-08-02,CUST-1475,Online,South,Fulfilled,1344.00
ORD-102201,2026-02-27,CUST-3534,Online,North,Fulfilled,298.00
ORD-102933,2026-06-24,CUST-3118,Retail,West,Refunded,1422.00
ORD-100618,2025-07-11,,Wholesale,West,Fulfilled,654.00
ORD-102079,2026-02-06,CUST-9942,Wholesale,West,Fulfilled,126.00
ORD-102412,2026-04-01,CUST-2475,Wholesale,East,Fulfilled,646.00
ORD-101957,2026-01-11,CUST-4329,Wholesale,North,Cancelled,312.00
ORD-100594,2025-07-08,CUST-6496,Wholesale,South,Fulfilled,507.00
ORD-101119,2025-09-21,CUST-1781,Retail,South,Cancelled,1562.00
ORD-101114,2025-09-20,CUST-3163,Online,West,Fulfilled,397.00
ORD-100769,2025-08-01,CUST-6023,Online,East,Refunded,766.00
ORD-101806,2025-12-20,CUST-1880,Retail,South,Fulfilled,502.00
ORD-101461,2025-11-10,CUST-9696,Retail,East,Refunded,514.00
ORD-102591,2026-05-02,CUST-3794,Retail,North,Refunded,719.00
ORD-102321,2026-03-18,CUST-5807,Wholesale,South,Fulfilled,153.00
ORD-100229,2025-05-09,CUST-9711,Retail,East,Fulfilled,395.00
ORD-100834,2025-08-10,CUST-9597,Online,North,Refunded,1101.00
ORD-101827,2025-12-22,CUST-6671,Online,South,Cancelled,824.00
ORD-100753,2025-07-30,CUST-9213,Retail,North,Fulfilled,2426.00
ORD-100631,2025-07-13,CUST-9891,Online,East,Cancelled,1630.00
ORD-102171,2026-02-21,CUST-1289,Online,West,Refunded,564.00
ORD-102276,2026-03-11,CUST-7547,Retail,North,Fulfilled,743.00
ORD-102123,2026-02-14,CUST-1879,Online,North,Cancelled,1555.00
ORD-100346,2025-05-29,CUST-5064,Retail,West,Fulfilled,360.00
ORD-100925,2025-08-22,CUST-9512,Wholesale,South,Refunded,627.00
ORD-101064,2025-09-12,CUST-2211,Wholesale,North,Refunded,153.00
ORD-101678,2025-12-05,CUST-4216,Online,North,Fulfilled,644.00
ORD-102764,2026-05-30,CUST-3992,Online,North,Fulfilled,834.00
ORD-102409,2026-04-01,CUST-7173,Retail,North,Fulfilled,356.00
ORD-102399,2026-03-30,CUST-8612,Wholesale,West,Refunded,763.00
ORD-100074,2025-04-13,CUST-6827,Online,East,Fulfilled,187.00
ORD-102711,2026-05-21,CUST-2709,Retail,East,Fulfilled,1953.00
ORD-101523,2025-11-17,CUST-2491,Wholesale,South,Fulfilled,804.00
ORD-101925,2026-01-03,CUST-8827,Wholesale,West,Fulfilled,1894.00
ORD-101788,2025-12-18,CUST-9308,Retail,North,Refunded,366.00
ORD-101294,2025-10-19,CUST-2877,Online,East,Fulfilled,1301.00
ORD-102950,2026-06-27,CUST-5458,Retail,West,Fulfilled,1350.00
ORD-101816,2025-12-21,CUST-2283,Wholesale,North,Fulfilled,342.00
ORD-100713,2025-07-25,CUST-6660,Retail,North,Fulfilled,825.00
ORD-102185,2026-02-24,CUST-5159,Wholesale,North,Fulfilled,406.00
ORD-100340,2025-05-28,CUST-3788,Wholesale,West,Fulfilled,716.00
ORD-101338,2025-10-26,CUST-9206,Retail,North,Fulfilled,678.00
ORD-100142,2025-04-24,CUST-7741,Online,West,Cancelled,314.00
ORD-100516,2025-06-26,CUST-7912,Online,West,Fulfilled,1501.00
ORD-101645,2025-12-01,CUST-2184,Wholesale,North,Fulfilled,943.00
ORD-101821,2025-12-21,CUST-3293,Online,East,Fulfilled,523.00
ORD-101203,2025-10-05,CUST-2691,Wholesale,North,Refunded,696.00
ORD-102048,2026-02-01,CUST-3932,Retail,North,Cancelled,1104.00
ORD-101557,2025-11-21,CUST-4658,Wholesale,South,Fulfilled,593.00
ORD-102352,2026-03-23,CUST-5545,Online,North,Fulfilled,732.00
ORD-100044,2025-04-08,CUST-7291,Wholesale,South,Fulfilled,352.00
ORD-101083,2025-09-15,CUST-6321,Online,North,Fulfilled,1956.00
ORD-101361,2025-10-29,CUST-5207,Wholesale,South,Fulfilled,347.00
ORD-100977,2025-08-29,CUST-3134,Online,North,Fulfilled,543.00
ORD-102424,2026-04-03,CUST-1403,Online,East,Fulfilled,355.00
ORD-101571,2025-11-22,CUST-5202,Online,West,Fulfilled,774.00
ORD-102864,2026-06-14,CUST-8259,Online,South,Fulfilled,348.00
ORD-102408,2026-04-01,CUST-9349,Online,North,Refunded,979.00
ORD-101207,2025-10-05,CUST-6659,Retail,West,Fulfilled,513.00
ORD-101833,2025-12-22,CUST-1150,Wholesale,West,Fulfilled,1249.00
ORD-101147,2025-09-26,CUST-3221,Wholesale,North,Fulfilled,88.00
ORD-102494,2026-04-15,CUST-8105,Retail,North,Fulfilled,1120.00
ORD-100165,2025-04-28,CUST-8691,Wholesale,North,Refunded,312.00
ORD-100378,2025-06-04,CUST-2584,Online,North,Cancelled,992.00
ORD-102428,2026-04-04,CUST-3033,Wholesale,South,Fulfilled,83.00
ORD-100343,2025-05-29,CUST-2584,Online,South,Fulfilled,778.00
ORD-102483,2026-04-13,CUST-3230,Online,North,Fulfilled,614.00
ORD-102520,2026-04-19,CUST-1977,Wholesale,North,Fulfilled,337.00
ORD-101078,2025-09-14,CUST-2744,Retail,South,Refunded,217.00
ORD-100710,2025-07-24,CUST-1147,Retail,West,Cancelled,435.00
ORD-102244,2026-03-06,CUST-9891,Wholesale,North,Refunded,1188.00
ORD-102617,2026-05-06,CUST-8820,Retail,South,Fulfilled,733.00
ORD-100944,2025-08-24,CUST-8299,Wholesale,West,Cancelled,143.00
ORD-100308,2025-05-23,CUST-6111,Retail,West,Fulfilled,955.00
ORD-101830,2025-12-22,CUST-5576,Retail,East,Cancelled,570.00
ORD-102956,2026-06-28,CUST-8512,Online,East,Fulfilled,623.00
ORD-100592,2025-07-08,CUST-1453,Online,North,Fulfilled,1214.00
ORD-101473,2025-11-11,CUST-8581,Wholesale,West,Fulfilled,930.00
ORD-101187,2025-10-02,CUST-7854,Wholesale,East,Fulfilled,1212.00
ORD-101507,2025-11-15,CUST-7269,Retail,West,Fulfilled,676.00
ORD-100393,2025-06-06,CUST-8400,Retail,West,Fulfilled,315.00
ORD-102741,2026-05-26,CUST-1136,Wholesale,North,Fulfilled,987.00
ORD-102280,2026-03-11,CUST-1534,Wholesale,East,Refunded,446.00
ORD-100628,2025-07-13,CUST-7431,Retail,North,Refunded,596.00
ORD-102174,2026-02-22,CUST-7259,Online,North,Cancelled,546.00
ORD-101921,2026-01-03,CUST-7538,Wholesale,North,Refunded,1192.00
ORD-101661,2025-12-03,CUST-8291,Wholesale,North,Fulfilled,1139.00
ORD-102286,2026-03-12,CUST-4535,Online,West,Fulfilled,2410.00
ORD-100849,2025-08-12,CUST-7305,Online,North,Fulfilled,1153.00
ORD-100306,2025-05-23,CUST-4993,Online,North,Fulfilled,513.00
ORD-101401,2025-11-03,CUST-3191,Wholesale,West,Fulfilled,222.00
ORD-101589,2025-11-24,CUST-4733,Online,East,Refunded,2882.00
ORD-102713,2026-05-21,CUST-7060,Wholesale,West,Fulfilled,815.00
ORD-101039,2025-09-07,CUST-2245,Wholesale,West,Fulfilled,626.00
ORD-101618,2025-11-28,CUST-9531,Retail,East,Fulfilled,533.00
ORD-101764,2025-12-14,CUST-1419,Retail,West,Fulfilled,501.00
ORD-101234,2025-10-09,CUST-3299,Wholesale,West,Fulfilled,1231.00
ORD-102149,2026-02-18,CUST-2841,Retail,North,Fulfilled,599.00
ORD-100221,2025-05-08,,Online,South,Fulfilled,412.00
ORD-101868,2025-12-27,CUST-7475,Wholesale,North,Fulfilled,616.00
ORD-101084,2025-09-15,CUST-9201,Wholesale,South,Fulfilled,1413.00
ORD-101194,2025-10-03,CUST-8219,Online,East,Fulfilled,993.00
ORD-101517,2025-11-16,CUST-1985,Retail,West,Fulfilled,664.00
ORD-100993,2025-08-31,CUST-4526,Wholesale,South,Refunded,337.00
ORD-101209,2025-10-06,CUST-4321,Wholesale,North,Fulfilled,494.00
ORD-100298,2025-05-21,CUST-5615,Wholesale,West,Fulfilled,1141.00
ORD-100694,2025-07-22,CUST-1721,Retail,South,Fulfilled,772.00
ORD-100582,2025-07-06,CUST-4340,Retail,East,Fulfilled,545.00
ORD-100276,2025-05-17,CUST-6570,Retail,East,Cancelled,894.00
ORD-101789,2025-12-18,CUST-3253,Online,North,Refunded,2614.00
ORD-102551,2026-04-25,CUST-2435,Retail,North,Refunded,1261.00
ORD-102669,2026-05-15,CUST-8568,Online,North,Fulfilled,968.00
ORD-101766,2025-12-15,CUST-2705,Wholesale,North,Cancelled,368.00
ORD-102787,2026-06-02,CUST-3028,Online,South,Fulfilled,1043.00
ORD-100784,2025-08-03,CUST-1163,Wholesale,South,Refunded,1125.00
ORD-101875,2025-12-27,CUST-6108,Retail,West,Fulfilled,1300.00
ORD-102696,2026-05-19,CUST-8900,Retail,North,Fulfilled,1241.00
ORD-100623,2025-07-12,CUST-2054,Retail,South,Fulfilled,623.00
ORD-101285,2025-10-18,CUST-5301,Wholesale,South,Fulfilled,845.00
ORD-100649,2025-07-16,CUST-9595,Wholesale,North,Refunded,731.00
ORD-101010,2025-09-02,CUST-6026,Wholesale,West,Fulfilled,901.00
ORD-101538,2025-11-19,CUST-2925,Online,North,Refunded,605.00
ORD-101100,2025-09-18,CUST-5554,Online,North,Cancelled,1826.00
ORD-100006,2025-04-01,CUST-5278,Wholesale,West,Fulfilled,1233.00
ORD-101592,2025-11-25,CUST-5136,Retail,North,Refunded,992.00
ORD-101556,2025-11-21,CUST-7459,Retail,North,Fulfilled,456.00
ORD-101423,2025-11-06,CUST-1334,Retail,East,Fulfilled,307.00
ORD-102570,2026-04-28,CUST-9468,Retail,North,Fulfilled,1704.00
ORD-102815,2026-06-07,CUST-4101,Online,North,Fulfilled,1625.00
ORD-101994,2026-01-19,CUST-6771,Online,West,Fulfilled,1662.00
ORD-100833,2025-08-10,CUST-7308,Online,North,Refunded,411.00
ORD-100937,2025-08-23,CUST-6695,Online,West,Fulfilled,862.00
ORD-102069,2026-02-04,CUST-4858,Online,West,Fulfilled,367.00
ORD-102124,2026-02-14,CUST-4947,Retail,North,Cancelled,803.00
ORD-101463,2025-11-10,CUST-2516,Retail,West,Fulfilled,1123.00
ORD-101499,2025-11-15,CUST-2153,Online,North,Fulfilled,1174.00
ORD-101743,2025-12-12,CUST-8229,Retail,,Fulfilled,676.00
ORD-101205,2025-10-05,CUST-6412,Retail,South,Cancelled,724.00
ORD-101356,2025-10-28,CUST-9579,Online,East,Cancelled,379.00
ORD-100434,2025-06-14,CUST-2474,Retail,North,Fulfilled,538.00
ORD-101415,2025-11-05,CUST-5690,Online,East,Fulfilled,736.00
ORD-102462,2026-04-09,CUST-3341,Online,West,Fulfilled,936.00
ORD-101815,2025-12-21,CUST-2832,Wholesale,North,Fulfilled,538.00
ORD-100870,2025-08-15,CUST-7212,Online,North,Fulfilled,1005.00
ORD-100140,2025-04-24,CUST-8134,Wholesale,South,Cancelled,406.00
ORD-101866,2025-12-26,CUST-4575,Online,West,Fulfilled,237.00
ORD-102106,2026-02-11,CUST-2467,Wholesale,North,Fulfilled,2846.00
ORD-102929,2026-06-24,CUST-3346,Online,South,Fulfilled,626.00
ORD-101712,2025-12-08,,Retail,West,Fulfilled,513.00
ORD-100461,2025-06-18,CUST-7326,Online,South,Fulfilled,717.00
ORD-100982,2025-08-29,CUST-7280,Wholesale,West,Refunded,466.00
ORD-100173,2025-04-30,CUST-2685,Retail,North,Fulfilled,704.00
ORD-102277,2026-03-11,CUST-4665,Wholesale,South,Fulfilled,141.00
ORD-100217,2025-05-07,CUST-9795,Wholesale,East,Fulfilled,416.00
ORD-102669,2026-05-15,CUST-8568,Online,North,Fulfilled,968.00
ORD-100596,2025-07-08,CUST-5493,Wholesale,East,Fulfilled,535.00
ORD-102029,2026-01-28,CUST-7127,Wholesale,North,Fulfilled,1092.00
ORD-102567,2026-04-27,CUST-5963,Online,East,Fulfilled,1499.00
ORD-101273,2025-10-16,CUST-8062,Retail,South,Fulfilled,182.00
ORD-101476,2025-11-12,CUST-5385,Online,North,Fulfilled,412.00
ORD-101376,2025-11-01,CUST-6652,Retail,North,Fulfilled,1649.00
ORD-102738,2026-05-25,CUST-4865,Wholesale,East,Refunded,1525.00
ORD-102659,2026-05-13,CUST-6994,Wholesale,South,Cancelled,837.00
ORD-100969,2025-08-28,CUST-2125,Online,North,Refunded,237.00
ORD-101069,2025-09-13,CUST-3475,Retail,North,Fulfilled,207.00
ORD-102831,2026-06-09,CUST-8737,Wholesale,East,Fulfilled,707.00
ORD-100145,2025-04-25,CUST-2981,Online,South,Fulfilled,1272.00
ORD-100397,2025-06-07,CUST-2257,Wholesale,South,Fulfilled,951.00
ORD-102818,2026-06-07,CUST-2925,Online,South,Fulfilled,1079.00
ORD-102519,2026-04-19,,Online,North,Fulfilled,1071.00
ORD-101313,2025-10-22,CUST-9723,Wholesale,South,Fulfilled,1553.00
ORD-100545,2025-07-01,CUST-7542,Wholesale,West,Fulfilled,642.00
ORD-101676,2025-12-04,CUST-6283,Online,West,Fulfilled,903.00
ORD-100392,2025-06-06,,Retail,East,Fulfilled,1029.00
ORD-101090,2025-09-16,CUST-8321,Wholesale,South,Refunded,203.00
ORD-101370,2025-10-31,CUST-8372,Online,North,Refunded,1052.00
ORD-101695,2025-12-07,CUST-3608,Wholesale,North,Cancelled,950.00
ORD-100186,2025-05-02,CUST-5634,Retail,South,Fulfilled,455.00
ORD-101659,2025-12-02,CUST-3219,Online,West,Cancelled,467.00
ORD-101075,2025-09-13,CUST-1853,Wholesale,West,Fulfilled,882.00
ORD-100327,2025-05-26,CUST-1230,Online,North,Cancelled,897.00
ORD-102478,2026-04-12,CUST-9214,Wholesale,South,Cancelled,385.00
ORD-101941,2026-01-07,CUST-8494,Wholesale,North,Fulfilled,194.00
ORD-100954,2025-08-26,CUST-5404,Wholesale,South,Cancelled,784.00
ORD-101635,2025-11-30,CUST-2797,Wholesale,North,Refunded,782.00
ORD-100366,2025-06-02,CUST-7538,Retail,North,Fulfilled,615.00
ORD-101580,2025-11-23,CUST-9569,Online,East,Refunded,1238.00
ORD-102873,2026-06-15,CUST-3823,Retail,West,Refunded,1097.00
ORD-101834,2025-12-22,CUST-8689,Online,West,Fulfilled,1181.00
ORD-100252,2025-05-13,CUST-2249,Retail,North,Fulfilled,455.00
ORD-100755,2025-07-30,CUST-6291,Online,East,Fulfilled,585.00
ORD-102595,2026-05-02,CUST-2921,Wholesale,East,Refunded,1016.00
ORD-101553,2025-11-20,CUST-3115,Wholesale,West,Fulfilled,1829.00
ORD-101692,2025-12-06,CUST-7956,Retail,West,Fulfilled,747.00
ORD-100420,2025-06-11,CUST-7902,Online,North,Cancelled,1215.00
ORD-100735,2025-07-27,CUST-3594,Online,East,Fulfilled,1915.00
ORD-100254,2025-05-13,CUST-4437,Wholesale,South,Fulfilled,284.00
ORD-101410,2025-11-05,CUST-6246,Retail,North,Fulfilled,311.00
ORD-102538,2026-04-22,CUST-3805,Wholesale,East,Fulfilled,373.00
ORD-100517,2025-06-27,CUST-5698,Retail,North,Fulfilled,1119.00
ORD-101418,2025-11-06,CUST-6694,Retail,North,Cancelled,854.00
ORD-102455,2026-04-08,CUST-8784,Wholesale,East,Fulfilled,696.00
ORD-102103,2026-02-10,CUST-8689,Wholesale,,Cancelled,1489.00
ORD-101193,2025-10-03,CUST-2471,Online,East,Refunded,1535.00
ORD-102728,2026-05-23,CUST-1878,Retail,West,Fulfilled,406.00
ORD-100688,2025-07-21,CUST-6588,Retail,South,Fulfilled,812.00
ORD-102537,2026-04-22,CUST-8202,Retail,South,Fulfilled,242.00
ORD-101878,2025-12-28,CUST-7855,Retail,North,Fulfilled,532.00
ORD-102604,2026-05-03,CUST-1047,Retail,West,Fulfilled,851.00
ORD-100526,2025-06-28,CUST-7066,Retail,East,Fulfilled,1800.00
ORD-101982,2026-01-16,CUST-3529,Retail,West,Refunded,771.00
ORD-102630,2026-05-09,CUST-8471,Online,North,Fulfilled,616.00
ORD-102147,2026-02-17,CUST-1749,Retail,West,Fulfilled,1188.00
ORD-100042,2025-04-08,CUST-8135,Retail,North,Fulfilled,2209.00
ORD-100589,2025-07-07,CUST-3409,Online,East,Refunded,1140.00
ORD-100544,2025-07-01,CUST-9799,Wholesale,East,Refunded,797.00
ORD-101923,2026-01-03,CUST-3440,Wholesale,South,Fulfilled,1189.00
ORD-100455,2025-06-17,CUST-6068,Online,South,Refunded,704.00
ORD-100841,2025-08-11,CUST-6698,Retail,North,Refunded,1135.00
ORD-101762,2025-12-14,CUST-5745,Wholesale,West,Fulfilled,606.00
ORD-101211,2025-10-06,CUST-6559,Wholesale,South,Fulfilled,1563.00
ORD-102197,2026-02-26,CUST-1934,Retail,East,Fulfilled,450.00
ORD-101144,2025-09-25,CUST-1031,Retail,West,Fulfilled,1842.00
ORD-100567,2025-07-04,CUST-5502,Wholesale,West,Refunded,917.00
ORD-101668,2025-12-03,CUST-5095,Wholesale,West,Cancelled,237.00
ORD-102060,2026-02-03,CUST-9122,Retail,North,Cancelled,818.00
ORD-101575,2025-11-23,CUST-6006,Retail,North,Cancelled,2128.00
ORD-102132,2026-02-15,,Wholesale,South,Fulfilled,573.00
ORD-101180,2025-10-01,CUST-2814,Online,South,Cancelled,230.00
